HSCode,Description,Unit,Quantity,Imports_Value_Rs_Thousands,Imports_Value_Rs_Billion,Imports_Revenue_Rs_Thousands
84824000,"Needle roller bearings, including cage and needle roller assemblies",PCS,12685,2919.396823,0.002919,544.714
84825000,"Other cylindrical roller bearings, including cage and roller assemblies",PCS,1478,2782.731601,0.002783,519.19
84828000,"Ball or roller bearings (incl combined ba l /roller bearings), nes",PCS,29408,12640.192572,0.01264,2358.64
84829100,"Balls, needles and rollers   .",PCS,1661634,2006.812415,0.002007,374.64
84829900,"Parts of ball or roller bearings (excl ba l s, needles and rollers)",PCS,3063,974.781566,0.000975,182.519
84831000,Transmission shafts (incl cam and crank s h fts) and cranks,PCS,9355,20393.743689,0.020394,6063.265
84832000,"Bearing housings, incorporating ball or ro  ler bearings.",PCS,17232,12115.003488,0.012115,3629.876
84833000,"Bearing housings, nes; plain shaft bearing  .",PCS,15776,15283.396516,0.015283,4556.948
84834000,Gears and gearing; ball or roller screws;   ear boxes and other speed changers,PCS,15059,34115.106496,0.034115,9790.993
84835000,Flywheels and pulleys (incl pulley blocks ) .,PCS,8693,11853.259937,0.011853,3169.884
84836000,Clutches and shaft couplings  (incl unive r al joints),PCS,11737,14284.786818,0.014285,4280.893
84839000,"Toothed wheels,chain sprockets and other t  ansmission elem presented separately:",PCS,44452,20292.151573,0.020292,5921.896
84841000,Gaskets of metal combined with other ma ter als or >1 metal layer,PCS,40493,6536.630936,0.006537,1223.795
84842000,Mechanical seals  . .,PCS,5207,10556.747591,0.010557,1970.142
84849000,Sets or assortments of gaskets and similar  joints,PCS,1507,1495.697996,0.001496,279.319
84852000,By plastics or rubber deposit ((Machines for additive manufacturing),PCS,1,154.468,0.000154,28.874
84859000,Parts of Machines for additive manufacturing,PCS,2,0.35272,0,0.067
84861000,Machines and apparatus for the manufacture  of boules or wafers,PCS,3,233.788563,0.000234,30.458
84871000,Ships' propellers and blades therefor   .,PCS,187,54.13017,0.000054,10.102
84879000,"Others - machinery parts, not containing e  ectrical connectors, insulators, coil",PCS,1934,17150.323368,0.01715,649.322
85011000,Motors of an output =<375 W   .,PCS,11178,11970.011912,0.01197,3686.978
85012000,Universal ac/dc motors of an output >375  W .,PCS,2165,1777.688978,0.001778,446.361
85013100,Dc motors and generators of an output =<75   W,PCS,2436,3960.944733,0.003961,1187.058
85013200,Dc motors and generators of an output >750  W-<=75 kW,PCS,8310,14644.707813,0.014645,3336.253
85013300,Dc motors and generators of an output >75   W-<=375 kW,PCS,3,839.493393,0.000839,251.563
85014000,"Ac motors, single-phase   .",PCS,1359,7523.22716,0.007523,1758.92
85015100,"Ac motors, multi-phase, of an output =<750  W",PCS,110,3822.538562,0.003823,924.088
85015200,"Ac motors, multi-phase, of an output >750   -<=75 kW.",PCS,1044,26768.658759,0.026769,6545.766
85015300,"Ac motors, multi-phase, of an output >75 k  .",PCS,6,3713.436293,0.003713,919.602
85016200,Ac generators (alternators) of an output >  5 kVA-<=375 kVA,PCS,4,68.151,0.000068,20.412
85016400,Ac generators (alternators) of an output >  50 kVA,PCS,285,454058.940875,0.454059,1798.99
85017200,Of an output exceeding 50 W,PCS,6,71.999958,0.000072,21.568
85018000,Photovoltaic AC generators,PCS,100,4.20976,0.000004,2.556
85021110,Electric Generating sets upto 12.5 KVA,PCS,78,170.94357,0.000171,51.33
85021190,"Generating sets with compression-ignition   iston engines, =<75 kVA",PCS,77,51078.519906,0.051079,9531.923
85021200,Generating sets with compressionignition  p ston engines > 75 KVA,PCS,45,64319.500437,0.06432,11996.408
85021300,"Generating sets with compression-ignition   iston engines, >375 kVA",PCS,6,45955.748,0.045956,7682.996
85022000,Generating sets with spark-ignition intern  l combustion piston engines,PCS,127,2115.716781,0.002116,633.668
85023900,"Generating sets,(exclwind-powered) nes   .",PCS,320,2.17087,0.000002,0.653
85030010,Parts suitable for machines of 85.01 or 85.02 of wind operated machine,PCS,43,472.879536,0.000473,23.651
85030090,Parts suitable for machines of 85.01 or 85.02 (excel wind operated machine),PCS,834,117402.170378,0.117402,4768.234
85041000,Ballasts for discharge lamps or tubes   .,PCS,81,11.16525,0.000011,3.42
85042100,"Liquid dielectric transformers, power hand  ing capacity =<650kva",PCS,221,37473.930902,0.037474,208.064
85042200,"Liquid dielectric transformers, power hand  ing capacity 650-10000kva",PCS,1,425.804375,0.000426,127.594
85042300,"Liquid dielectric transformers, power hand  ing capacity >10000kva",PCS,17737,28347.535615,0.028348,7.319
85043100,"Transformers, nes, power handling capacity  =<1kva",PCS,16698,14470.164113,0.01447,3940.919
85043200,"Transformers, nes, power handling capacity  -16kva",PCS,458,3121.58327,0.003122,935.262
85043300,"Transformers, nes, power handling capacity  16-500kva",PCS,48,26355.617799,0.026356,3392.856
85043400,"Transformers, nes, power handling capacity  >500kva",PCS,200,23.486,0.000023,7.035
85044010,AC/DC Flat charger for electric vehicles,PCS,26271,31870.441368,0.03187,7734.169
85044020,Mobile phone charger,PCS,255199,49135.290361,0.049135,14742.076
85044090,Other static converters,PCS,54500,197118.199916,0.197118,25394.789
85045000,"Other Inductors, nes   .",PCS,140592,28354.828758,0.028355,6053.664
85049000,"Parts of transformers, inductors and stati   converters (heading 8504)",PCS,93683,45075.381323,0.045075,6952.841
85051100,Permanent magnets and articles becoming pe  manent magnets of metal,PCS,92344,1469.517854,0.00147,160.546
85051900,Permanent magnets and articles becoming pe  manent magnets (excl metal),PCS,75587,692.020279,0.000692,182.99
85052000,"Electro-magnetic couplings, clutches and b  akes.",PCS,5,59.945501,0.00006,14.635
85059000,"Electro-magnetic or permanent magnet chuck  , etc; parts of magnets",PCS,1259,6281.561347,0.006282,1437.871
85061000,"Primary cells and primary batteries, manga  ese dioxide",PCS,2071329,14531.146232,0.014531,6844.686
85063000,"Primary cells and primary batteries, mercu  ic oxide.",PCS,26,143.129777,0.000143,67.134
85065000,"Primary cells and primary batteries, lithi  m",PCS,50916,2307.811133,0.002308,1100.365
85068000,Other primary cells and primary batteries   .,PCS,111496,5336.072247,0.005336,2510.439
85069000,Parts of primary cells and primary batteri  s,PCS,3327,32.64456,0.000033,17.056
85071000,Lead-acid accumulators for starting piston  engines,PCS,48794,117862.96682,0.117863,57941.41
85072000,Lead-acid accumulators (excl for starting   iston engines),PCS,14320,140595.273237,0.140595,69293.342
85073000,Nickel-cadmium accumulators   .,PCS,415,1437.119797,0.001437,994.764
85075000,Mickel- metal hydride (electric acumulators),PCS,183,139.219038,0.000139,68.443
85076000,Lithium-ion  (electric acumulators),PCS,107458,172342.969092,0.172343,71398.676
85078010,Power bank (Battery Pack),PCS,39992,27779.136308,0.027779,13741.959
85078090,Other accumulator,PCS,12320,5422.136302,0.005422,2681.27
85079000,Parts of electric accumulators,PCS,1072165,25024.840804,0.025025,4274.692
85081100,"Vacuum Cleaners with electric motor of a p  wer <=1,500 W & having a dust bag <=",PCS,81,1530.272437,0.00153,555.162
85081900,Other vacuum cleaners with self contained   lectric motor,PCS,782,3685.424444,0.003685,1342.414
85086000,Other vacuum cleaners   .,PCS,112,531.714124,0.000532,197.119
85087000,Parts of vaccum cleaners  .,PCS,444,377.195887,0.000377,137.57
85094000,Electro-mechanical domestic food grinders/  ixers/juice extractors,PCS,56541,72950.31574,0.07295,16350.331
85098000,"Electro-mechanical domestic appliances, ne  , with electric motor",PCS,1333,742.436397,0.000742,180.578
85099000,Parts of electro-mechanical domestic appli  nces.,PCS,103862,5407.652164,0.005408,1310.546
85101000,Shavers with self-contained electric motor  .,PCS,21129,7111.963608,0.007112,2163.495
85102000,Hair clippers with self-contained electric  motor,PCS,5627,2999.543002,0.003,903.559
85103000,"Hair-removing appliances with self-contain  d electric motor, (excl shavers & cli",PCS,9492,4491.44367,0.004491,1345.534
85109000,Parts of shavers and hair clippers with se  f-contained electric motor,PCS,1062,80.52162,0.000081,24.122
85111000,Sparking plugs   .,PCS,192463,14573.734732,0.014574,4416.389
85112000,Ignition magnetos; magneto-dynamos; magnet  c flywheels,PCS,2447,2220.7977,0.002221,481.885
85113000,Distributors; ignition coils  . .,PCS,2257,1785.97978,0.001786,560.826
85114000,Starters motors and dual purposes starter  generators,PCS,4025,15129.846485,0.01513,4570.869
85115000,"Generators, nes, for internal combustion e  gines",PCS,509,4360.965645,0.004361,1209.066
85118000,"Ignition/starting equipment, nes, for internal combustion engines",PCS,13989,5071.129486,0.005071,1767.706
85119000,Parts of electrical ignition/starting equi  ment of 8511.,PCS,27542,15037.72686,0.015038,3953.573
85121000,Lighting or visual signalling equipment fo   bicycles,PCS,4669,483.08143,0.000483,175.593
85122000,Lighting or visual signalling equipment fo   motor vehicles,PCS,178639,49967.981611,0.049968,16995.194
85123000,Sound signalling equipment for cycles or m  tor vehicles.,PCS,8629,3326.724545,0.003327,1023.144
85124000,"Windscreen wipers, defrosters and demister   for motor vehicles",PCS,9916.5,3959.932812,0.00396,1410.672
85129000,"Parts of vehicle lighting/signalling, etc,  equipment of 8512",PCS,5482,1830.026046,0.00183,648.091
85131000,"Portable electric lamps worked by dry batteries, accumulators, magnetos.",PCS,204239,20819.398656,0.020819,6675.064
85139000,Parts of portable electric lamps of 8513  . .,PCS,39,24.90486,0.000025,6.061
85141900,Other Resistance heated furnaces and ovens,PCS,29,6133.701047,0.006134,797.58
85142000,Furnaces and ovens functioning by inductio   or dielectric loss,PCS,6,15996.24547,0.015996,2079.581
85143100,Electron beam furnaces,PCS,2,234.779906,0.000235,30.653
85143200,Plasma and vacuum arc furnaces,PCS,1,424.025937,0.000424,55.189
85143990,Other furnaces and ovens,PCS,3,339.9635,0.00034,44.261
85144000,Other equipment for the heat treatment of materials by induction or dielectric loss,PCS,90,1554.427757,0.001554,377.808
85149000,"Parts of industrial or laboratory furnaces  and ovens, etc, of 8514",PCS,1571,27000.946112,0.027001,3511.401
85151100,Soldering irons and guns  . .,PCS,4580,429.880967,0.00043,94.098
85151900,"Brazing or soldering machines and apparatu  , nes",PCS,1010,890.193789,0.00089,183.224
85152100,"Machines for resistance welding of metal,   ully or partly automatic.",PCS,30,5932.62376,0.005933,1002.96
85152900,"Machines and apparatus for resistance weld  ng of metal, not automatic",PCS,38,2495.853489,0.002496,465.484
85153100,"Machines for arc (incl plasma arc) weldin g of metals, automatic.",PCS,32,279.822502,0.00028,45.568
85153900,"Machines for arc (incl plasma arc) weldin g of metals, not automatic.",PCS,177,5068.489737,0.005068,925.547
85158000,"Machines and apparatus for welding/sprayin   of metals, nes",PCS,66,5486.264366,0.005486,1023.534
85159000,"Parts of soldering, brazing, welding, etc,  machines/apparatus of 8515",PCS,19011,6637.903763,0.006638,631.944
85161000,Electric instantaneous or storage water he  ters and immersion heaters,PCS,6380,27876.292338,0.027876,6785.442
85162100,Electric storage heating radiators   .,PCS,2,1.38061,0.000001,0.523
85162900,"Electric space heating and soil heating ap  aratus, nes",PCS,374,4559.914168,0.00456,1108.398
85163100,Electro-thermic hair dryers   .,PCS,8487,5264.046094,0.005264,1342.843
85163200,"Electro-thermic hair-dressing apparatus, e  c (excl dryers)",PCS,8501,4922.226321,0.004922,1227.246
85163300,Electro-thermic hand-drying apparatus   .,PCS,900,1212.323231,0.001212,296.419
85164000,Electrical smoothing irons   .,PCS,28615,21969.8626,0.02197,5305.584
85165000,Microwave ovens   .,PCS,4727,44858.866775,0.044859,10565.814
85166011,Induction stove,PCS,9800,23456.824957,0.023457,3053.156
85166012,Infrared stove,PCS,13993,31548.48869,0.031548,4103.465
85166019,Others electric stove,PCS,2,12.812,0.000013,2.522
85166020,Rice cooker,PCS,22269,34783.901118,0.034784,8376.114
85166030,"Water heating utensils such as kettle, jug",PCS,16754,7709.195808,0.007709,1887.426
85166090,"Other ovens, cooking plates, boiling rings, grillers & roaster",PCS,3686,16782.973051,0.016783,4082.103
85167100,Electro-thermic coffee or tea makers  . .,PCS,550,30146.648459,0.030147,7334.684
85167200,Electro-thermic toasters  . .,PCS,156,139.49472,0.000139,34.538
85167910,Electric insect trap,PCS,203,402.008093,0.000402,85.575
85167990,Other electro thermic appliances,PCS,56425,45505.62456,0.045506,11123.877
85168000,Electric heating resistors (excl those of   545).,PCS,2217,6355.636747,0.006356,1516.454
85169000,Parts of electro-thermic appliances,PCS,510918,23890.844014,0.023891,2893.839
85171100,Line telephone sets with cordless handsets  .,PCS,2895,4190.731525,0.004191,544.999
85171300,Smartphones,PCS,169185,3877824.054344,3.877824,723513.336
85171400,Other telephones for cellular networks or for other wireless networks,PCS,166288,163393.976285,0.163394,30473.52
85171800,Other telephone sets  . .,PCS,651,4974.550474,0.004975,646.891
85176210,Smart watch,PCS,10045,49875.943479,0.049876,14101.83
85176220,Networking switch,PCS,2583,74238.990015,0.074239,6522.595
85176230,Router,PCS,26934,91813.421984,0.091813,17124.826
85176290,Other appartus for transmission or reception of voice image or other data,PCS,2488,57951.693365,0.057952,6544.519
85176900,"Other apparatus for transmission or recept  on of voice, images or other data",PCS,2461,32183.92841,0.032184,6010.206
85177100,Aerials and aerial reflectors of all kinds; parts suitable for use therewith,PCS,504,24.61041,0.000025,5.984
85177900,Other Parts of communicatin in a wired or wireless network apparatus,PCS,332986,44355.333792,0.044355,10806.165
85181000,Microphones and stands therefor   .,PCS,4615,13073.887275,0.013074,3952.084
85182100,"Single loudspeakers, mounted in their encl  sures",PCS,12310,4747.25701,0.004747,1473.036
85182200,"Multiple loudspeakers, mounted in the same  enclosure",PCS,30177,54872.292883,0.054872,16943.43
85182900,"Loudspeakers, not mounted in encloseurs   .",PCS,15909,7417.378454,0.007417,2258.473
85183000,"Headphones, earphones whether or not combi  ed with a microphone & setmore louds.",PCS,109017,64389.741445,0.06439,19795.936
85184000,Audio-frequency electric amplifiers   .,PCS,673,2876.32438,0.002876,890.716
85185000,Electric sound amplifier sets   .,PCS,488,1520.459663,0.00152,481.816
85189000,Parts of apparatus of 8518   .,PCS,29841,1412.471959,0.001412,279.464
85193000,Turntables (recorddecks)  . .,PCS,37,52.4484,0.000052,15.52
85198100,"Other sound recording or reproducing appar  tus using magnetic,optical or semicon",PCS,4,41.3252,0.000041,10.871
85198900,"Other sound recording or reproducing appar  tus, nes.",PCS,3685,4945.153998,0.004945,550.474
85211000,"Video recording or reproducing apparatus,   ith or without video tuner,magnetic t",PCS,889,1914.210586,0.001914,465.227
85219000,"Video recording or reproducing apparatus,   ith or without video tuner,exclmagta.",PCS,1312,8752.179787,0.008752,2135.335
85229010,Parts & assessories of sound recorders & r  producers,PCS,100,4.2505,0.000004,1.549
85232100,Cards incorporating a magnetic stripe   .,PCS,402993,20735.709909,0.020736,5098.796
85232900,Other magnetic storage device,PCS,218,7067.983361,0.007068,1717.722
85234910,"Discs, tapes, solid-state devices with software (firmware)",PCS,8459,81014.304784,0.081014,19686.968
85234990,Others megnetic media,PCS,14,3.61317,0.000004,0.883
85235100,Solidstate nonvolatile storage devices   .,PCS,10742,11650.073243,0.01165,2832.233
85235210,Sim Card,PCS,410000,4573.59527,0.004574,1111.58
85235220,Memory card,PCS,14901,740.00485,0.00074,179.837
85235290,Smart cards   .,PCS,9970,545.889459,0.000546,132.821
85235900,Other semiconductor media   .,PCS,10121,232.76598,0.000233,56.57
85238000,"Others Discs, tapes, solid-state non-volatile storage devices""smartcards""&other media",PCS,806,3745.393067,0.003745,699.319
85241100,Flat panel display modules Of liquid crystals (without drivers or control circuits),PCS,1008,854.826996,0.000855,256.039
85241900,Other Flat panel display modules (without drivers or control circuits),PCS,34391,83418.025798,0.083418,24993.985
85249100,Flat panel display modules Of liquid crystal (exl without drivers or control circuits,PCS,3531,26173.338998,0.026173,7838.869
85249200,Flat panel display modules Of organic (OLED) (excl without drives or circuits),PCS,1,0.32489,0,0.098
85249900,Other flat panel display modules (excel without drivers or control circuits),PCS,11827,13991.79377,0.013992,4242.789
85255000,Transmission apparatus (Radio-broadcasting or television),PCS,436,612.952674,0.000613,114.516
85256000,Transmission apparatus incorporating recep  ion apparatus,PCS,16,18097.011803,0.018097,3328.476
85258110,Television Camera (High-speed goods as specified in subhead note 1 this chapter),PCS,20,410.783437,0.000411,76.678
85258120,Digital Camera (High-speed goods as specified in subheading note 1 this chapter),PCS,290,16052.847832,0.016053,2988.303
85258130,Video Camera Recorder (High-speed goods as specified in subheadi note 1 this chapter),PCS,15,13.32875,0.000013,2.494
85258140,CCTV Cameras (High Speed goods),PCS,1214,4528.92831,0.004529,844.718
85258220,"Digital Camera(Radiation-hardened,tolerant as specified in subhead note2 this chapter)",PCS,1,2.29171,0.000002,0.428
85258230,"Video Camera Recorder(Radiation-hardened,tolerant as specific in subhead note2 chapt)",PCS,42,23.41159,0.000023,4.374
85258240,"Other, radiation-hardened or radiation-tolerant goods as specified in Subheading Note",PCS,23,100.798372,0.000101,18.869
85258330,Video Camera Recorder(Night vision goods as specified in Subhead Note 3 this chapter),PCS,289,187.778797,0.000188,43.297
85258910,Television Camera Other,PCS,1710,4796.018118,0.004796,894.761
85258920,Digital Camera other,PCS,1405,39576.154065,0.039576,7382.735
85258930,Video Camera Recorder other,PCS,11984,49862.977017,0.049863,9306.88
85258940,Other CCTV Cameras,PCS,3947,28349.305297,0.028349,5301.479
85261000,Radar apparatus   .,PCS,86,1713.094877,0.001713,319.498
85269100,Radio navigational aid apparatus  . .,PCS,312,4984.363419,0.004984,1493.036
85269200,Radio remote control apparatus   .,PCS,52052,10413.331151,0.010413,2697.735
85271200,Pocket-size radio cassette players   .,PCS,352,4.74249,0.000005,1.154
85271300,Radio broadcast reception apparatus combin  d with sound recording/reproducing ap,PCS,7,4.84463,0.000005,1.181
85271900,"Radio receivers, portable, (excl sound re c rding/reproducing apparatus) nes.",PCS,12557,4377.558613,0.004378,1200.471
85272100,"Radio receivers for motor vehicles, with s  und reproducing apparatus",PCS,2438,812.742279,0.000813,208.995
85272900,"Radio receivers for motor vehicles, nes   .",PCS,100,420.065089,0.00042,102.215
85279100,Reception apparatus for radio broadcasting  with sound recording/reproducing appa,PCS,20,2.68207,0.000003,0.653
85279900,"Other reception apparatus for radio broadc  sting, nes",PCS,100,5.16551,0.000005,1.256
85284900,Other - CRT monitors  . .,PCS,20,568.995437,0.000569,266.925
85285210,Monitor having diagnal lenth upto 23 inch design for use of heading 8471,PCS,5391,21922.177875,0.021922,4106.806
85285290,Monitor having diagnal lenght more than 23 inch for use of heading 8471,PCS,293,8159.681918,0.00816,2936.547
85285900,"Other monitors, nes   .",PCS,559,5224.603261,0.005225,2456.171
85286200,"Projectors, designed for use with an ADP machine of heading 84.71",PCS,231,5861.511007,0.005862,1435.783
85286900,Other projectors  . .,PCS,139,889.241954,0.000889,240.561
85287100,Reception apparatus for TV not designed to  incorporate a video display or screen,PCS,4007,8052.05981,0.008052,2411.857
85287211,Colour Television unassembleed up 48 inch,PCS,9,97.20002,0.000097,25.329
85287219,Other Colour Television,PCS,707,8022.778312,0.008023,3902.128
85287291,Other colour television upto 48 inch,PCS,983,60279.142854,0.060279,10575.013
85287299,others television,PCS,996,23763.59504,0.023764,12925.923
85287300,"Other, monochrome television  .",PCS,1,62,0.000062,18.634
85291000,Aerials and aerial reflectors of all kinds  and parts thereof,PCS,1629,691.913719,0.000692,172.089
85299010,Parts of television receiver (color)  . .,PCS,21989,47341.279585,0.047341,11505.11
85299090,Parts of apparatus of heading 8525-8528  ex ept for television receiver,PCS,28965,3404.538418,0.003405,648.144
85308000,"Electrical signalling equipment for roa ds, inland waterways.",PCS,649,5933.700508,0.005934,1777.419
85309000,"Parts of electrical signalling equipment f  r railways, etc, of 8530.",PCS,705,2465.176625,0.002465,738.388
85311000,Electrical burglar or fire alarms and simi  ar apparatus.,PCS,57111,7390.080759,0.00739,1743.912
85312000,Indicator panels with liquid crystal devic  s (LCD) or light emitting diodes (LED,PCS,11860,6215.096419,0.006215,1511.034
85318000,"Electrical apparatus for sound/visual sign  lling, nes(bells,sirens,burglar,fire",PCS,9526,3366.378736,0.003366,750.835
85319000,Parts of apparatus of 8531   .,PCS,4247,11887.404444,0.011887,2889.418
85321000,Fixed capacitors for 50/60 hz circuits hav  ng power capacity >=05kvar,PCS,6803,3827.606719,0.003828,931.533
85322100,Fixed electrical capacitors of tantalum   .,PCS,100,11.08403,0.000011,2.695
85322200,Fixed electrical capacitors of aluminium e  ectrolyte,PCS,70,42.52949,0.000043,10.339
85322400,"Fixed electrical capacitors of ceramic die  ectric, multilayer",PCS,38980,328.798272,0.000329,79.974
85322500,Fixed electrical capacitors of dielectric   f paper or plastics,PCS,52146,2009.181235,0.002009,490.743
85322900,"Fixed electrical capacitors, nes  . .",PCS,1313,544.516577,0.000545,132.399
85323000,Electrical variable or adjustable (pre-set   capacitors,PCS,451,17.53567,0.000018,4.466
85329000,Parts of electrical capacitors of 8532   .,PCS,863,9.24298,0.000009,4.451
85331000,"Fixed carbon resistors, composition or fil   types",PCS,10108,124.42971,0.000124,30.259
85332100,Fixed resistors for a power handling capac  ty =<20w.,PCS,664,85.750524,0.000086,20.846
85332900,Fixed resistors for a power handling capac  ty >20w,PCS,95,42.110729,0.000042,10.31
85333900,Wirewound variable resistors for a power h  ndling capacity >20 W,PCS,30,15.29527,0.000015,3.72
85334000,"Variable resistors, nes (incl rheostats a n  potentiometers).",PCS,6122,159.10157,0.000159,38.815
85339000,"Parts of electrical resistors, rheostats a  d potentiometers.",PCS,1,59.040391,0.000059,14.413
85340000,Printed circuits  . .,PCS,51632,28344.003546,0.028344,6908.678
85351000,"Fuses, >1000 V   .",PCS,38740,1600.536186,0.001601,479.588
85352100,Automatic circuit breakers for a voltage 1  -725 kV,PCS,12,13676.549563,0.013677,922.609
85352900,Automatic circuit breakers for a voltage >  25 kV,PCS,7,13073.60492,0.013074,2.464
85353000,"Isolating switches and make-and-break swit  hes, >1000 V.",PCS,657,15748.00057,0.015748,1575.217
85354000,"Lightning arresters, voltage limiters and   urge suppressors, >1000 V",PCS,468,43362.783269,0.043363,127.895
85359000,"Other apparatus for switching electrica l c rcuits, >1000 V, nes.",PCS,16852,14817.840068,0.014818,1811.917
85361000,"Fuses, =<1000 V   .",PCS,60083,3062.925393,0.003063,919.356
85362000,"Automatic circuit breakers, =<1000 V  . .",PCS,320591,83968.763112,0.083969,25162.923
85363000,"Apparatus for protecting electrical circui  s, nes, =<1000  V",PCS,4497,4581.474183,0.004581,1372.747
85364100,Relays for a voltage =<60 V   .,PCS,6596,1725.756146,0.001726,518.873
85364900,Relays for a voltage 60-1000 V   .,PCS,23110,18143.93762,0.018144,5179.583
85365000,"Switches, nes, =<1000 V   .",PCS,756189,95419.95394,0.09542,28010.833
85366100,"Lamp-holders, =<1000 V   .",PCS,322290,2700.253676,0.0027,804.127
85366900,"Plugs and sockets, =<1000 V   .",PCS,925593,71636.740196,0.071637,21462.618
85367000,"Connectors for optical fibres, optical fib  e bundles or cables",PCS,129803,6482.18195,0.006482,1682.561
85369000,"Apparatus for switching electrical circ uit , nes, =<1000 V",PCS,975894,44525.993564,0.044526,12855.091
85371000,"Boards equipped with two or more appara tus of 8535 or 8536, voltage =<1000 V",PCS,77148,190360.260572,0.19036,18447.6
85372000,"Boards equipped with two or more appara tus of 8535 or 8536, voltage >1000 V.",PCS,866,45612.489901,0.045612,1122.881
85381000,"Boards desks, cabinets and other bases  for goods of 8537, not equipped",PCS,476884.950001,68151.789457,0.068152,15115.288
85389000,"Parts of apparatus of 8535 to 8537, nes   .",PCS,2270979,37017.270503,0.037017,7949.85
85391000,Sealed beam lamp units   .,PCS,505,7818.238496,0.007818,2783.633
85392100,Tungsten halogen filament lamps (excl ult r -violet or infra-red lamps),PCS,13980,1344.169403,0.001344,478.953
85392200,"Filament lamps of a power =<200w and of a   oltage >100v, nes",PCS,29,13.54869,0.000014,4.889
85392900,"Filament lamps, nes (excl ultra-violet o r  nfra red lamps)",PCS,15255,227.329309,0.000227,86.659
85393100,"Discharge lamps, other than ultra-violet l  mps, fluorescent, hot cathode",PCS,83042,5283.828377,0.005284,1973.557
85393200,Mercury or sodium vapour lamps; metal hali  e lamps,PCS,445,15.10809,0.000015,8.641
85393900,"Discharge lamps, other than ultra-violet l  mps, mercury or sodium vapour lamps,",PCS,69,961.040648,0.000961,342.199
85394100,Arc-lamps  . .,PCS,9,717.863015,0.000718,255.629
85394900,Ultra-violet or infra-red lamps   .,PCS,4622,2721.553371,0.002722,1024.288
85395100,Light-emitting diode (LED) modules,PCS,123938,7490.989772,0.007491,2844.781
85395200,Light-emitting diode (LED) lamps,PCS,12972,3825.641615,0.003826,1497.211
85399000,Parts for electric filament or discharge l  mps,PCS,8083477,88615.412912,0.088615,21426.384
85404000,"Data/graphic display tubes, monochrome;data graphic display tubes, colour, with a",PCS,1,31.40798,0.000031,9.473
85407100,Magnetrons   .,PCS,10,774.965875,0.000775,232.168
85408100,Receiver or amplifier valves and tubes   .,PCS,1,0.79787,0.000001,0.305
85408900,"Other valves and tubes, nes   .",PCS,3,81.870211,0.000082,24.435
85409900,Parts of tubes and valves of 8540 (excl  pa ts of cathode-ray tubes).,PCS,1000,594.108687,0.000594,177.937
85411000,"Diodes, other than photosensitive or light-emitting diodes (LED)",PCS,3432,455.213581,0.000455,59.392
85412100,"Transistors (excl phototransistors), with    dissipation rate <1w",PCS,151,14.56506,0.000015,1.895
85412900,"Transistors (excl phototransistors), with    dissipation rate >=1w",PCS,2650,434.268429,0.000434,57.081
85413000,"Thyristors, diacs and triacs, other than p  otosensitive devices.",PCS,48,1774.303342,0.001774,230.794
85414100,Light-emitting diodes (LED),PCS,1333612,1251.20534,0.001251,162.661
85414200,Photovoltaic cells not assembled in modules or made up into panels,PCS,95,18.92192,0.000019,2.46
85414300,Photovoltaic cells assembled in modules or made up into panels,PCS,703,9372.14836,0.009372,0.225
85414910,Solar Panel and Module,PCS,37790,580711.002151,0.580711,0.26
85414990,Other photosensitive semicondotor devices,PCS,4,2.66362,0.000003,0.348
85415100,Semiconductor-based transducers,PCS,145,57.94277,0.000058,17.363
85415900,Other semi-conductor devices,PCS,18,241.621853,0.000242,72.368
85416000,Mounted piezo-electric crystals   .,PCS,25,1.51111,0.000002,0.197
85419000,Parts of devices of 8541  . .,PCS,2205,36.31104,0.000036,5.008
85423100,"Processors and controllers, whether or not  combined with memories, converters, l",PCS,1076,3777.148799,0.003777,491.675
85423200,Memories,PCS,117,1381.888977,0.001382,179.713
85423300,Amplifiers,PCS,35,15.524159,0.000016,2.02
85423900,Other electronic integrated circutes (ICs),PCS,10504,861.417101,0.000861,112.402
85429000,Parts of electronic integrated circuits (h  ading 8542),PCS,12,23.29635,0.000023,3.029
85431000,Particle accelerators,PCS,118,0.61987,0.000001,0.256
85432000,Signal generators,PCS,16,123.970363,0.000124,30.192
85433000,"Machines/apparatus for electroplating, electrolysis or electrophoresis",PCS,1,84.224328,0.000084,11.015
85437000,"Other machines and apparatus having indivi  ual function, not specified in this c",PCS,5427,22040.782353,0.022041,5438.205
85439090,Other parts of other household electric device not specified anywhere,PCS,345,182.88685,0.000183,35.746
85441100,Winding wire of copper,MTR,1125941.276686,31603.644506,0.031604,474.902
85441900,Winding wire (excl of copper),MTR,1168875.463898,7284.937661,0.007285,2188.135
85442000,Co-axial cable and other co-axial electric  conductors.,MTR,191762.530003,55277.11628,0.055277,16396.969
85443000,"Ignition wiring sets and other wiring sets  for vehicles, aircraft or ships",PCS,259879,22751.65777,0.022752,2998.476
85444200,"Electric conductors, for a voltage <=1000V  fitted with connectors",MTR,328037.370991,25892.659383,0.025893,7645.871
85444900,"Electric conductors, nes, for a voltage <=  000V, not fitted with connectors.",MTR,3336823.673999,44350.162368,0.04435,13492.946
85446000,"Electric conductors, nes, for a voltage >1  00 V.",MTR,1001100,462542.192577,0.462542,64880.519
85447000,Optical fibre cables made up of individual  y sheathed fibres,MTR,6740582.86,115027.20992,0.115027,33652.604
